School_Name,geometry,SA2_CODE21,SA2_NAME21
St Joseph's School,POINT (322723.3065585918 5814414.238839333),206071141,Collingwood
Sacred Heart School,POINT (327236.12670174736 5813654.332712892),207011521,Kew - South
St Aloysius College,POINT (318872.9382975694 5815170.785815486),206041506,North Melbourne
Our Holy Redeemer School,POINT (332778.25188940513 5812420.114358284),207011155,Surrey Hills (West) - Canterbury
St Columba's College,POINT (316267.88551657007 5819075.392841317),206031502,Essendon - East
Genazzano FCJ College,POINT (328852.597705096 5813599.319518482),207011521,Kew - South
St Michael's Grammar School,POINT (323318.6649755945 5807867.041015627),206051513,St Kilda - Central
St Patrick's School,POINT (330519.56021634454 5794250.953180336),208031190,Mentone
Firbank Grammar School,POINT (323903.84776519844 5802709.514252634),208011169,Brighton (Vic.)
St John's School,POINT (329682.95442483097 5819314.772145567),209011198,Heidelberg - Rosanna
Our Lady of Mercy College,POINT (329775.24131162243 5819284.4861386465),209011198,Heidelberg - Rosanna
St Joseph's School,POINT (318807.91265609 5818566.555036823),206011107,Brunswick West
St Brigid's School,POINT (332474.115170137 5791574.74572924),208031193,Mordialloc - Parkdale
Our Lady Help of Christians School,POINT (321914.34865153616 5817074.506719863),206011106,Brunswick East
St Anthony's School,POINT (328269.3280470298 5804936.96692973),208021176,Carnegie
St Mary's School,POINT (343768.5733044894 5793726.813918596),212041563,Dandenong - North
Sacred Heart School,POINT (325032.2087157669 5797697.909073142),208011173,Sandringham - Black Rock
St Mary's School,POINT (316043.06468559755 5817222.977062108),206031113,Ascot Vale
De La Salle College,POINT (326888.82340969244 5808150.701169219),208041194,Malvern - Glen Iris
St Margaret Mary's School,POINT (321025.22828382056 5819021.3510901),206011495,Brunswick - North
Ivanhoe Grammar School,POINT (327773.1511506974 5817623.2083151955),209011200,Ivanhoe
St Brigid's School,POINT (369085.8195910093 5831017.966303106),211051276,Healesville - Yarra Glen
St James School,POINT (374851.09547991125 5785121.060895129),212011547,Bunyip - Garfield
Scotch College,POINT (326842.92523779976 5810787.445293669),207011520,Hawthorn - South
St Mary's School,POINT (328749.03890898096 5806486.763208672),208041195,Malvern East
St Leonard's College,POINT (324890.1051018123 5800231.636300844),208011170,Brighton East
Holy Rosary School,POINT (317638.8163410269 5814844.8819036335),206041121,Kensington (Vic.)
St Anthony's School,POINT (325666.3783184703 5816740.719965745),206021110,Alphington - Fairfield
St Joseph's School,POINT (326799.9971563751 5808105.531816256),208041194,Malvern - Glen Iris
St Columba's School,POINT (322456.2363306743 5805297.224034827),206051129,Elwood
Tintern Grammar,POINT (346553.4781859543 5813221.565270122),211031267,Ringwood East
Toorak College,POINT (332995.83772361075 5773354.506502886),214021381,Mount Eliza
St Mary's School,POINT (341886.3601085113 5758969.995643095),214021379,Hastings - Somers
Our Lady of the Immaculate Conception School,POINT (309414.5193882078 5815339.085004977),213011336,Sunshine
St Mary's School,POINT (323964.3409732707 5819283.390219649),206021112,Thornbury
St Catherine's School,POINT (325883.3772724223 5810280.920983414),206061138,Toorak
Lowther Hall Anglican Grammar School,POINT (316334.49798496696 5818776.010536315),206031502,Essendon - East
St Joan of Arc School,POINT (323691.9532446138 5801151.807924601),208011169,Brighton (Vic.)
Penleigh & Essendon Grammar School,POINT (312332.56748929294 5821767.850900896),210011534,Keilor East
St John's School,POINT (313803.7328942471 5814732.341326516),213031348,Footscray
Shelford Girls' Grammar,POINT (325101.4125673034 5805866.951427413),208021177,Caulfield - North
Mary Immaculate School,POINT (327267.9790156123 5817677.015202643),209011200,Ivanhoe
Our Lady of Lourdes School,POINT (324877.56790106447 5808687.551635886),206061136,Prahran - Windsor
Mentone Grammar School,POINT (330349.8799360498 5793790.050677959),208031190,Mentone
Ivanhoe Girls' Grammar School,POINT (327953.6476741709 5818431.821059087),209011200,Ivanhoe
Carey Baptist Grammar School,POINT (328165.29259337217 5812940.001712222),207011521,Kew - South
Kilvington Grammar School,POINT (327781.6526451487 5803524.620133187),208021182,Ormond - Glen Huntly
Haileybury College,POINT (337245.6813554391 5793010.02801249),212041566,Keysborough - South
St Therese's School,POINT (315902.14686717116 5819743.349549503),206031502,Essendon - East
Our Lady of Good Counsel School,POINT (329474.59372962546 5813378.004220764),207011147,Balwyn
Strathcona Baptist Girls' Grammar,POINT (331063.51903994905 5811401.497094797),207011155,Surrey Hills (West) - Canterbury
Mentone Girls' Grammar School,POINT (329944.52180482325 5793594.008946914),208031190,Mentone
St Joseph's School,POINT (334934.4674776584 5786362.851715042),208031186,Chelsea - Bonbeach
St Finbar's School,POINT (325731.9927483982 5801620.658991374),208011170,Brighton East
Loreto Mandeville Hall,POINT (325345.25540653453 5809171.551253729),206061138,Toorak
St Dominic's School,POINT (331391.1028984934 5810326.975569705),207011149,Camberwell
St Mary's School,POINT (324316.1239307086 5799728.640309538),208011172,Hampton
Camberwell Grammar School,POINT (329804.78610343346 5812828.67468868),207011147,Balwyn
St Joseph's School,POINT (342983.18949667824 5752549.295760901),214021379,Hastings - Somers
Brighton Grammar School,POINT (323615.0719862686 5802149.321412745),208011169,Brighton (Vic.)
St Fidelis' School,POINT (319533.50538135774 5819964.664412196),206011498,Coburg - West
Huntingtower School,POINT (336090.55987382436 5806223.747459326),212051324,Mount Waverley - South
St Francis Xavier's School,POINT (335538.99324069376 5812678.950332331),207031163,Box Hill
St Mary's School,POINT (308981.4798082615 5806756.519317234),213021341,Altona
Our Lady Help of Christians School,POINT (336759.3971705438 5824066.946340954),209031209,Eltham
St Francis Xavier School,POINT (335811.3336671755 5776016.344222762),214011371,Frankston
Our Lady of Sion College,POINT (335400.4829511598 5812691.7196012605),207031163,Box Hill
St Gabriel's School,POINT (324177.33524880884 5823597.5252302345),209021526,Reservoir - South West
St Paul's School,POINT (327857.98398447264 5800938.454430804),208021174,Bentleigh - McKinnon
St Joseph's School,POINT (326373.54667805386 5795013.212075499),208011173,Sandringham - Black Rock
Salesian College Sunbury,POINT (300333.03688864387 5839196.809303406),210041240,Sunbury
Kingswood College,POINT (334438.93297562073 5811070.556483395),207031163,Box Hill
St Patrick's School,POINT (329901.56253173156 5803317.991522804),208021181,Murrumbeena
St Roch's School,POINT (328659.1102091607 5808223.362681039),208041194,Malvern - Glen Iris
St Margaret’s Berwick Grammar,POINT (354895.44390461594 5788972.559248676),212021293,Berwick - North
Camberwell Girls Grammar School,POINT (329218.9997611479 5812581.181959815),207011155,Surrey Hills (West) - Canterbury
St Anne's School,POINT (328295.5414802996 5815096.372495996),207011154,Kew East
Our Lady of Perpetual Help School,POINT (344397.8221730363 5813081.154594281),211031266,Ringwood
St Francis Xavier Primary School,POINT (334877.22470007243 5824041.709494889),209011202,Montmorency - Briar Hill
St Joseph's School,POINT (302644.32363560883 5753994.731359374),214021383,Point Nepean
St Cecilia's School,POINT (329723.65227517486 5809052.573659517),207011150,Glen Iris - East
St Joseph's School,POINT (324581.954509316 5805345.181106486),208021179,Elsternwick
"Preshil, The Margaret Lyttle Memorial School",POINT (328554.407149737 5812820.459400602),207011521,Kew - South
St Peter's School,POINT (325996.80518171523 5831127.193707398),209041432,Epping - South
Santa Maria College,POINT (324068.6268736699 5817784.6916016005),206021499,Northcote - East
Sacred Heart School,POINT (331805.3094401547 5803350.615353895),212051326,Oakleigh - Huntingdale
St Mark's School,POINT (320515.06446347234 5823711.842131195),210031237,Fawkner
St John the Baptist School,POINT (350086.3771335431 5805310.382066733),211011447,Ferntree Gully - North
St John's School,POINT (340722.2679061356 5812897.552797575),211041270,Mitcham (Vic.)
St Raphael's School,POINT (323113.77629442635 5821789.668903141),209021429,Preston - West
St Kevin's College,POINT (326178.4189510556 5810609.112602061),206061138,Toorak
St John the Baptist's School,POINT (367364.46233079757 5771191.711472067),212011548,Koo Wee Rup
St Vincent de Paul's School,POINT (317097.7122606216 5820765.823409105),210011231,Strathmore
St Joseph's School,POINT (337494.76831016014 5797760.6479814015),212041317,Springvale
St Bede's College,POINT (330365.7781694052 5793405.15821342),208031190,Mentone
Holy Name School,POINT (325391.64825372596 5822264.507524682),209021525,Reservoir - South East
Siena College Ltd,POINT (331268.2351610444 5810908.372476867),207011155,Surrey Hills (West) - Canterbury
St Bernard's School,POINT (321391.1876091526 5820273.794314623),206011497,Coburg - East
St Oliver Plunkett's School,POINT (318632.59388514713 5822048.697591961),210031538,Pascoe Vale
Corpus Christi School,POINT (312752.7605929908 5813297.361964049),213031351,West Footscray - Tottenham
St Bernard's College,POINT (313509.2138080232 5819880.505487036),210011230,Niddrie - Essendon West
Whitefriars College Inc,POINT (341472.000930057 5815758.168184486),211021261,Donvale - Park Orchards
St Michael's School,POINT (331328.89045623754 5807527.096696889),207011146,Ashburton (Vic.)
Our Lady of the Sacred Heart College,POINT (327730.23951687466 5800614.933063867),208021174,Bentleigh - McKinnon
St Bede's School,POINT (330148.3273132292 5815341.307954912),207011148,Balwyn North
Salesian College Chadstone,POINT (332935.04694427893 5805495.143449708),212051319,Ashwood - Chadstone
Mount Scopus Memorial College,POINT (334395.5488837344 5809466.710967151),207031165,Burwood (Vic.)
Marcellin College,POINT (331142.96918875724 5817442.111655947),207021156,Bulleen
St Theresa's School,POINT (308043.07285863283 5816113.276660224),213011328,Ardeer - Albion
St Bernadette's School,POINT (326838.56586537266 5818653.794357048),209011200,Ivanhoe
St Agnes' School,POINT (327065.1604012941 5798338.39974107),208011171,Highett (West) - Cheltenham
Our Lady of the Assumption School,POINT (329559.94699088926 5796237.046050078),208031188,Highett (East) - Cheltenham
Nunawading Christian College-Primary,POINT (338940.6847065444 5812365.542833758),211041271,Nunawading
Sacred Heart School,POINT (347933.7306361232 5815248.518085057),211031451,Croydon - West
Heritage College,POINT (352290.64787487045 5787275.230837616),212031457,Narre Warren South - East
Resurrection House,POINT (315465.6822472547 5819118.5268251),206031501,Essendon (West) - Aberfeldie
Adass Israel School,POINT (324841.18417441205 5805196.407150058),208021179,Elsternwick
Holy Spirit School,POINT (325253.86986324075 5818865.672578776),206021112,Thornbury
Sacred Heart School,POINT (306152.24820263823 5821009.784582974),213011334,St Albans - North
St Thomas The Apostle School,POINT (337832.77700227103 5812196.123893509),207031161,Blackburn
St Pius X School,POINT (327873.23981406435 5820467.214859182),209011199,Heidelberg West
St Margaret Mary's School,POINT (313228.0505105991 5811026.606523955),213021344,Newport
St Mary Magdalen’s School,POINT (333011.05530735035 5805824.173486078),212051319,Ashwood - Chadstone
St Anthony's School,POINT (339475.93815320265 5795748.329485402),212041460,Noble Park - West
St Peter's School,POINT (334925.07223919226 5801049.519221606),212051568,Clayton - Central
Yeshivah College,POINT (324112.37067465344 5806932.66710574),208021177,Caulfield - North
St John Bosco's School,POINT (314008.5501103927 5820527.950446905),210011230,Niddrie - Essendon West
St Mary's School,POINT (331856.65185480437 5825441.583624721),209011197,Greensborough
Mother of God School,POINT (306328.08833204524 5816381.767877329),213011328,Ardeer - Albion
St Peter Chanel School,POINT (303521.35580070387 5817523.287882693),213011569,Deer Park
Christ the King Primary School,POINT (311734.72120749694 5815596.778631194),213031347,Braybrook
Corpus Christi School,POINT (316886.3240466389 5825007.646668239),210031535,Glenroy - East
Killester College,POINT (337655.2404119457 5797115.540285139),212041317,Springvale
St Paul's School,POINT (306940.21356123954 5815494.58667034),213011338,Sunshine West
Stella Maris School,POINT (327958.28049858357 5794372.844759257),208011168,Beaumaris
St Bernadette's School,POINT (309342.8613131684 5817368.116070189),213011337,Sunshine North
Rossbourne School,POINT (326312.2462610175 5811984.086589157),207011520,Hawthorn - South
Beth Rivkah Ladies College,POINT (324159.11264381115 5806804.888646398),208021177,Caulfield - North
St Margaret's Primary School,POINT (314243.8127828958 5817953.08480694),213031349,Maribyrnong
Holy Family School,POINT (335499.2577352179 5806487.215439277),212051323,Mount Waverley - North
St Gerard's School,POINT (342408.16338099167 5795847.551531936),212041563,Dandenong - North
Our Lady of Perpetual Succour School,POINT (333795.6492319924 5811359.516095643),207031167,Surrey Hills (East) - Mont Albert
St Catherine's School,POINT (328834.2361066096 5799250.392252981),208031191,Moorabbin - Heatherton
Sacred Heart Girls' College,POINT (331732.18023045163 5803313.590530598),208021180,Hughesdale
St Joseph's School,POINT (378214.7166820935 5816342.814573901),211051286,Yarra Valley
St Stephen's School,POINT (325403.2872799331 5824339.593095329),209021523,Reservoir - North East
St Martin of Tours School,POINT (330550.59214657923 5821825.945549108),209011198,Heidelberg - Rosanna
Christ Our Holy Redeemer School,POINT (333448.1559131078 5804014.703019274),212051326,Oakleigh - Huntingdale
Our Lady of the Nativity School,POINT (314705.49790482887 5819134.772786712),206031501,Essendon (West) - Aberfeldie
St John's Regional College,POINT (344243.62040386634 5793784.725230719),212041563,Dandenong - North
Emmaus College,POINT (339354.17956603004 5809501.922647608),211041273,Vermont South
St Dominic's School,POINT (316919.3528560667 5827098.8746624915),210051242,Broadmeadows
St Bridget's School,POINT (333002.319717548 5815133.299682448),207011148,Balwyn North
St Leonard's School,POINT (338540.10427085933 5805155.588532947),212051322,Glen Waverley - West
St Scholastica's School,POINT (335121.66458190593 5808989.550977433),207031165,Burwood (Vic.)
St Christopher's School,POINT (337301.61275895475 5806873.935945189),212051322,Glen Waverley - West
St John Vianney's School,POINT (332496.476227229 5793525.716137046),208031193,Mordialloc - Parkdale
Ss Peter & Paul's School,POINT (337406.34864505334 5815817.604894807),207021425,Doncaster East - South
Holy Family School,POINT (345330.51099240617 5793775.3993305),212021295,Doveton
Aquinas College,POINT (344654.6966470722 5812348.96186151),211031266,Ringwood
Leibler Yavneh College,POINT (324724.38030665746 5804198.086567227),208021179,Elsternwick
Peninsula Grammar,POINT (332812.4317204272 5770474.27156031),214021381,Mount Eliza
St Matthew's School,POINT (320853.1141134647 5825730.80849607),210031237,Fawkner
St John Vianney's School,POINT (338259.91021620703 5800052.591839585),212051325,Mulgrave
St Luke's School,POINT (325278.6731320858 5828688.65877644),209041529,Lalor - East
St Francis de Sales School,POINT (316771.54188221414 5823344.242421261),210031537,Oak Park
St Thomas More's School,POINT (355185.07323163655 5803067.743160493),211051274,Belgrave - Selby
St Christopher's School,POINT (313188.00107008475 5822579.978979161),210011226,Airport West
Sacred Heart School,POINT (337621.6477105717 5828964.795066167),209031215,Wattle Glen - Diamond Creek
St Michael's School,POINT (355509.41821592225 5789153.284232324),212021293,Berwick - North
Ave Maria College,POINT (314827.7520057537 5819107.545193745),206031501,Essendon (West) - Aberfeldie
Bialik College,POINT (327837.4699356399 5809881.377477603),207011152,Hawthorn East
Our Lady of the Way School,POINT (326850.54114818014 5823960.448799618),209021205,Kingsbury
St Luke the Evangelist School,POINT (336916.29803354107 5810812.605984524),207031162,Blackburn South
Luther College,POINT (347914.50720446114 5816860.973621938),211031265,Croydon Hills - Warranwood
Marian College,POINT (306818.32243049436 5815469.52045662),213011338,Sunshine West
Mount St Joseph Girls' College,POINT (307504.2856850069 5807028.44725549),213021341,Altona
St Clement of Rome School,POINT (331799.81151021714 5818285.906342236),207021156,Bulleen
St Joseph's Primary School,POINT (348245.27476840385 5808014.897570383),211011446,Boronia
Mater Christi College,POINT (355735.38354320946 5802829.927356811),211051274,Belgrave - Selby
Our Lady of Lourdes School,POINT (347420.83188505936 5809523.649786974),211011251,Bayswater
St Joseph's College,POINT (350085.65004949144 5804965.161133005),211011448,Ferntree Gully (South) - Upper Ferntree Gully
St Paul's College Balwyn,POINT (331596.471035983 5813280.746009569),207011147,Balwyn
Annunciation School,POINT (310587.12553713896 5811864.3702767845),213021343,Altona North
St Louis de Montfort's School,POINT (333417.10152003856 5790473.912490159),208031189,Edithvale - Aspendale
St Thomas More's School,POINT (318846.54944740026 5824673.433979604),210031440,Hadfield
Avila College,POINT (335819.45798362326 5806448.115094002),212051323,Mount Waverley - North
St Philip's School,POINT (338605.0359701696 5813944.119472666),207031161,Blackburn
Holy Child School,POINT (317602.2206377246 5829258.85753764),210051243,Campbellfield - Coolaroo
Emmanuel College,POINT (310124.07600283204 5810673.462821463),213021343,Altona North
St Peter Julian Eymard,POINT (351852.9837593853 5816383.358937994),211051281,Mooroolbark
St Damian's School,POINT (328724.76178356144 5825861.208730575),209041217,Bundoora - West
St Monica's College,POINT (326348.16695621645 5830619.485872174),209041432,Epping - South
Yarra Valley Grammar,POINT (346617.06931750505 5816754.763339011),211031266,Ringwood
Mercy College,POINT (320631.99507121544 5822146.823740257),210031236,Coburg North
St Timothy's School,POINT (340177.62442837085 5810339.42506754),211041272,Vermont
St Macartan's School,POINT (331098.75121511874 5767658.843985368),214021591,Mornington - East
St John's School,POINT (337723.8418412149 5776385.587033416),214011372,Frankston North
St Mary's College for the Deaf,POINT (345460.1909447145 5806276.818922292),211011260,Wantirna South
John Paul College,POINT (336892.15180051787 5777506.822729377),214011372,Frankston North
St Anne's School,POINT (337010.0420094254 5780725.233338997),214011375,Seaford (Vic.)
Mazenod College,POINT (338799.9599673059 5802008.095906114),212051325,Mulgrave
St Martin de Porres School,POINT (311630.8216936006 5818829.679592351),210011533,Avondale Heights
St Gregory the Great School,POINT (334643.8014090304 5816867.091033085),207021157,Doncaster
Maranatha Christian School,POINT (348750.3668912797 5796012.83481053),212021453,Endeavour Hills - North
St Kevin's School,POINT (334652.7053886764 5819013.04468059),207021160,Templestowe Lower
St James' School,POINT (342461.351964641 5810787.587693542),211041272,Vermont
Good Shepherd School,POINT (338776.5914747076 5802793.568653896),212051327,Wheelers Hill
MacKillop Catholic Regional College,POINT (294736.2945920313 5801655.513668028),213051368,Werribee - South
St Leo the Great Primary School,POINT (310962.004850015 5809848.97612722),213021343,Altona North
St Peter's School,POINT (311400.8665258649 5820404.3054575715),210011534,Keilor East
St Martin de Porres School,POINT (304425.6589983094 5808079.318487539),213051363,Laverton
St Jude the Apostle School,POINT (344005.13931630994 5804923.903769876),211011254,Knoxfield - Scoresby
Mount Evelyn Christian School/Ranges TEC,POINT (356240.1093135617 5815249.102212091),211051280,Montrose
Melbourne Rudolf Steiner School,POINT (345780.1949806031 5817458.407698286),211031265,Croydon Hills - Warranwood
St Mark's School,POINT (335744.35722314107 5794014.6045605745),212041313,Dingley Village
The Currajong School,POINT (329374.1666705775 5806174.5166687975),208041195,Malvern East
Nunawading Christian College-Secondary,POINT (338851.3940124636 5812293.8594919285),211041271,Nunawading
Eltham College,POINT (340632.44522058684 5825883.163651967),209031214,Research - North Warrandyte
Holy Eucharist School,POINT (307202.0314539239 5818952.61619301),213011335,St Albans - South
Learning Co-Operative School,POINT (342342.4449274433 5833802.535058842),209031212,Panton Hill - St Andrews
St Peter Apostle School,POINT (296857.00225510914 5805579.240650809),213051362,Hoppers Crossing - South
Donvale Christian College,POINT (340897.6371291969 5817719.6130370535),211021261,Donvale - Park Orchards
Berengarra School,POINT (335563.7971641916 5814301.268357536),207031164,Box Hill North
Sholem Aleichem College,POINT (324221.71390155936 5805361.892878107),208021179,Elsternwick
St John XXIII Primary School,POINT (327089.35058953625 5828055.121937595),209041223,Thomastown
Braemar College,POINT (285335.1918280234 5862008.8340311665),210021233,Macedon
School of the Good Shepherd,POINT (313919.7739789662 5826147.00699814),210051245,Gladstone Park - Westmeadows
St Agatha's School,POINT (349111.5394836416 5780399.168985919),212031300,Cranbourne
Resurrection School,POINT (338681.3671874802 5793708.999402894),212041565,Keysborough - North
St Dominic's School,POINT (287006.2214559739 5826841.427728143),213041577,Melton
Gilson College,POINT (302865.68284223217 5822385.261860289),213041360,Taylors Hill
Cheshire School,POINT (338007.6457127172 5803428.91125218),212051322,Glen Waverley - West
Holy Spirit School,POINT (344766.5149164869 5815662.238745216),211031268,Ringwood North
Holy Saviour Parish School,POINT (339467.5783899125 5807889.005825784),211041273,Vermont South
St Clare's School,POINT (323429.52494008583 5828052.104824429),209041223,Thomastown
St Anne's School,POINT (298416.4622707424 5839622.333735272),210041541,Sunbury - West
Our Lady of the Pines School,POINT (339468.1506190519 5817646.359137101),211021261,Donvale - Park Orchards
St Jude's School,POINT (341513.4554463888 5775410.22704511),214011374,Langwarrin
St Paul's Kealba Catholic School,POINT (307867.53057746246 5821488.49514788),213011332,Keilor Downs
St Elizabeth's School,POINT (341744.86008473235 5798611.008404149),212041312,Dandenong North
St Joseph the Worker School,POINT (323064.3714365185 5825327.769419686),209021524,Reservoir - North West
Resurrection School,POINT (303975.3996514613 5821112.647894551),213011333,Kings Park (Vic.)
Catholic Regional College St Albans,POINT (306070.77994963404 5820874.633590527),213011334,St Albans - North
St Francis Xavier College,POINT (357259.66905994876 5787166.153938309),212011546,Beaconsfield - Officer
North-Eastern Montessori School,POINT (335734.91663734725 5827604.335319979),209011197,Greensborough
Waverley Christian College,POINT (343047.11450388597 5805982.362227872),211011260,Wantirna South
The King David School,POINT (324982.7224226777 5808049.228777757),206061136,Prahran - Windsor
Westbourne Grammar School,POINT (299835.2768130616 5808295.13544862),213051588,Truganina - South West
St Augustine's Primary School,POINT (307886.25321384263 5824054.774209756),210011228,Keilor
St Anthony's School,POINT (286053.4550930997 5823625.33999407),213041578,Melton South - Weir Views
St Thomas the Apostle School,POINT (334145.1689807271 5827781.264636183),209031213,Plenty - Yarrambat
St Luke's School,POINT (344729.73290662764 5808984.805035833),211011259,Wantirna
St Peter's School,POINT (308038.8255334438 5814104.668268502),213011338,Sunshine West
Northside Christian College,POINT (328491.9120570981 5826242.692005288),209041217,Bundoora - West
St John's College Preston,POINT (323750.79902421543 5820490.001328556),209021428,Preston - East
Good Shepherd Lutheran Primary School,POINT (347536.13061495544 5816885.054579807),211031265,Croydon Hills - Warranwood
Oxley Christian College,POINT (350712.9764735892 5819064.417722945),211051275,Chirnside Park
Caroline Chisholm Catholic College,POINT (310685.7982524724 5815767.013342805),213031347,Braybrook
St Mary's School,POINT (358756.4714744119 5816215.024712081),211051283,Mount Evelyn
St Anne's School,POINT (343110.34789786173 5817843.09692038),211021261,Donvale - Park Orchards
Our Lady's School,POINT (317384.1037640774 5836707.772902256),210051443,Craigieburn - South
St Augustine's School,POINT (337586.63464497746 5773470.96586021),214011373,Frankston South
St Francis of Assisi School,POINT (328796.7564372169 5829581.535568208),209041220,Mill Park - North
Loyola College,POINT (330808.763913698 5825359.120306288),209011204,Watsonia
St Francis Catholic College,POINT (283976.60106354253 5827170.301714674),213041358,Melton West
Billanook College,POINT (353732.9253311496 5816423.639442015),211051281,Mooroolbark
Fitzroy Community School,POINT (322116.8664320057 5815654.534511894),206071143,Fitzroy North
St Paul Apostle South School,POINT (347004.6820728984 5794914.72966472),212021454,Endeavour Hills - South
St Andrew's School,POINT (333662.0563211236 5799719.582582353),212041309,Clarinda - Oakleigh South
St Thomas More's School,POINT (333726.55837533827 5770541.911763794),214021381,Mount Eliza
Plenty Valley Christian College,POINT (335729.3147560799 5835442.23174806),209031212,Panton Hill - St Andrews
St James the Apostle School,POINT (296561.21731525403 5807498.459024247),213051361,Hoppers Crossing - North
St Simon's School,POINT (345783.366504692 5800979.206587904),211011256,Rowville - Central
Queen of Peace Primary School,POINT (305776.96768881276 5805738.639319768),213021342,Altona Meadows
Don Bosco School,POINT (352109.3742909302 5789963.717739548),212021456,Narre Warren - South West
Catholic Regional College Institute of Training,POINT (303491.2101278091 5825227.034668096),213011339,Sydenham
Catholic Regional College North Keilor,POINT (306495.53107041965 5825209.173973376),213011340,Taylors Lakes
Village School,POINT (349776.08179692726 5819027.407599274),211031265,Croydon Hills - Warranwood
Bayside Christian College,POINT (339103.4943206463 5772770.708632078),214011374,Langwarrin
Andale School,POINT (327106.66826206597 5813946.9090143945),207011521,Kew - South
The Knox School,POINT (343359.05147352803 5807616.744679607),211011260,Wantirna South
Heathdale Christian College,POINT (296085.5109695917 5804818.347124016),213051467,Werribee - East
Hillcrest Christian College,POINT (356506.64390514756 5783525.497979916),212031555,Clyde North - North
Sunshine Christian School,POINT (309386.8619325889 5817675.569559729),213011337,Sunshine North
Frank Dando Sports Academy,POINT (333658.2133905492 5807278.235286143),212051319,Ashwood - Chadstone
Beaconhills College,POINT (365544.09306531167 5786208.144251147),212011550,Pakenham - North West
Ghilgai School,POINT (352059.45628926286 5811810.693792818),211051277,Kilsyth
St Bernadette's Catholic Primary School,POINT (351397.1586923793 5809050.449591625),211011449,The Basin
St Catherine's School,POINT (323887.6290214335 5829410.694903506),209041530,Lalor - West
St Mary's School,POINT (333356.33739102335 5846983.659888902),209041225,Whittlesea
St Charles Borromeo School,POINT (337435.9454155683 5818379.090182703),207021159,Templestowe
Belgrave Heights Christian School,POINT (354638.66895661835 5801893.713809026),211051274,Belgrave - Selby
Oakleigh Grammar,POINT (331431.2810001512 5804001.236013567),208021180,Hughesdale
Worawa Aboriginal College,POINT (368550.99615206535 5828141.66847072),211051276,Healesville - Yarra Glen
St Andrews Christian College,POINT (345614.4900228663 5806727.061779028),211011260,Wantirna South
Australian International Academy of Education,POINT (320783.78185160866 5821491.7917597145),206011497,Coburg - East
Flinders Christian Community College,POINT (339721.3078554453 5763514.451230107),214021385,Somerville
St Mary MacKillop Primary School,POINT (306471.13009321934 5823578.707139417),213011332,Keilor Downs
St Catherine of Siena School,POINT (283962.5187557764 5827000.030421771),213041358,Melton West
St Paul's School,POINT (360329.13363288145 5807642.237758825),211051279,Monbulk - Silvan
Our Lady of Fatima School,POINT (316334.73319192673 5750891.499344024),214021384,Rosebud - McCrae
St Justin's School,POINT (340947.9325161068 5801760.349529822),212051327,Wheelers Hill
St Richard's Primary School,POINT (352261.7531747068 5814320.631035723),211051277,Kilsyth
Holy Trinity School,POINT (345469.8466178721 5806324.731693643),211011260,Wantirna South
Melton Christian College,POINT (284913.7192628373 5824637.337285025),213041571,Brookfield
St Paul Apostle North School,POINT (347393.218594627 5796363.918359518),212021453,Endeavour Hills - North
Corpus Christi School,POINT (294591.59408366145 5801601.9179630885),213051368,Werribee - South
Nazareth College,POINT (341431.24660881923 5799280.965894176),212041316,Noble Park North
Japanese School of Melbourne,POINT (325846.33517339575 5804269.730663194),208021178,Caulfield - South
Sophia Mundi Steiner School,POINT (324388.8349255788 5814094.710485711),206071139,Abbotsford
Al-Taqwa College,POINT (299586.7621802886 5808088.095957771),213051588,Truganina - South West
Overnewton Anglican Community College,POINT (308110.2516168532 5824511.865114251),210011228,Keilor
St Joachim's School,POINT (340292.75422296644 5781151.109306251),214011370,Carrum Downs
Holy Trinity Primary School,POINT (335622.9125151905 5826006.963393444),209011197,Greensborough
St Carlo Borromeo School,POINT (313748.9848899537 5830516.2944975365),210051246,Greenvale - Bulla
Little Yarra Steiner School,POINT (379481.9355047716 5816109.543106915),211051286,Yarra Valley
St Kevin's School,POINT (347957.97354041215 5788405.533983066),212031561,Hampton Park - East
Bacchus Marsh Grammar,POINT (273536.02584070095 5825444.727938695),213041353,Bacchus Marsh
St Peter's College,POINT (347177.7395892143 5780721.623047123),212031304,Cranbourne West
Lighthouse Christian College,POINT (336999.9470499464 5792425.6540494105),212041566,Keysborough - South
Alphington Grammar School,POINT (327059.63596308563 5816730.1403977135),206071145,Clifton Hill - Alphington
St Therese's School,POINT (348022.4655753567 5784194.132331426),212031560,Cranbourne North - West
Mooroolbark Grammar,POINT (352471.5190168527 5818980.661346837),211051281,Mooroolbark
St Mary's Coptic Orthodox College,POINT (317510.0296006688 5830357.013533926),210051243,Campbellfield - Coolaroo
Minaret College,POINT (337313.2226775269 5799332.260325719),212041317,Springvale
Galilee Regional Catholic Primary School,POINT (320029.47535768 5810392.350704003),206051512,South Melbourne
Casey Grammar School,POINT (350340.6170241257 5780570.61538056),212031558,Cranbourne East - South
St Brendan's School,POINT (339695.5113274794 5766674.499075698),214021385,Somerville
Mary MacKillop School,POINT (351721.27092090924 5793301.124734549),212021299,Narre Warren North
Bethany Catholic Primary School,POINT (294075.56988282443 5805404.403442698),213051467,Werribee - East
Ilim College,POINT (317440.79956119345 5828935.561167603),210051243,Campbellfield - Coolaroo
