Facility Name,geometry,SA2_CODE21,SA2_NAME21
Ginifer Reserve ,POINT (314776.6274438256 5826613.12961768),210051245,Gladstone Park - Westmeadows
Goonawarra Recreation Reserve ,POINT (302024.99661349424 5839027.4139220305),210041240,Sunbury
Greenvale Recreation Reserve,POINT (312031.50629509706 5832393.681091219),210051246,Greenvale - Bulla
Highgate Recreation Reserve ,POINT (316719.3306308501 5839088.739318315),210051442,Craigieburn - North
Hothlyn Reserve ,POINT (317687.9560111995 5835435.770716263),210051443,Craigieburn - South
Jacana Reserve ,POINT (315211.3516227385 5827329.402265795),210051245,Gladstone Park - Westmeadows
Lakeside Reserve ,POINT (317604.4891693607 5833091.023553549),210051544,Roxburgh Park (South) - Somerton
Leo Dineen Reserve,POINT (312733.3388074514 5825023.726145983),210051250,Tullamarine
Mc Ewen Drive Reserve ,POINT (299326.6222294815 5840121.615867576),210041240,Sunbury
Patullos Lane Reserve,POINT (317616.94513851264 5834212.907120235),210051544,Roxburgh Park (South) - Somerton
Sunbury Recreation Reserve ,POINT (298883.6244266676 5839065.190380449),210041540,Sunbury - South
Tulsa Reserve ,POINT (301416.4539872181 5838533.992650827),210041240,Sunbury
Victor Foster Reserve ,POINT (317627.8649603888 5837632.582106846),210051441,Craigieburn - Central
Westmeadows Reserve ,POINT (313646.349420927 5828201.517431953),210051245,Gladstone Park - Westmeadows
Willowbrook Reserve ,POINT (313367.20811239904 5828069.763116807),210051245,Gladstone Park - Westmeadows
Craigieburn Leisure Centre,POINT (317659.27457116166 5836662.764771409),210051443,Craigieburn - South
Boardman Stadium,POINT (296343.047027004 5838031.973637715),210041541,Sunbury - West
Broadmeadows Basketball Stadium,POINT (316103.15414012066 5827561.90480007),210051242,Broadmeadows
Broadmeadows Leisure Centre,POINT (316146.112918104 5827522.782754641),210051242,Broadmeadows
Greenvale Recreation Centre,POINT (314103.7160303005 5830894.197238389),210051246,Greenvale - Bulla
Meadow Heights Community Centre,POINT (316695.474097364 5830431.143220751),210051247,Meadow Heights
Progress Reserve ,POINT (317664.198706537 5829857.946607668),210051243,Campbellfield - Coolaroo
Action Indoor Sports Tullamarine,POINT (313520.9286621612 5825115.495658695),210051250,Tullamarine
Tullamarine Reserve ,POINT (312621.9990490171 5826260.659775664),210051250,Tullamarine
Sunbury Aquatic and Leisure Centre,POINT (299066.8092688449 5838843.236800244),210041540,Sunbury - South
Anderson Reserve ,POINT (316797.60029688966 5826191.811397374),210051242,Broadmeadows
Gibb Reserve ,POINT (317566.7971786298 5829020.496655364),210051243,Campbellfield - Coolaroo
Gladstone Park Reserve ,POINT (313746.3182953387 5826875.174892287),210051245,Gladstone Park - Westmeadows
John Laffen Memorial Reserve,POINT (319238.94168878684 5843042.325442425),210051442,Craigieburn - North
Langama Park ,POINT (297804.09475300624 5837570.417831065),210041540,Sunbury - South
Rostron Reserve,POINT (316237.20175027713 5832998.497923162),210051544,Roxburgh Park (South) - Somerton
Seabrook Reserve ,POINT (317851.30938243726 5827403.351142827),210051242,Broadmeadows
Seth Raistrick Reserve ,POINT (319895.24220234936 5828104.937861737),210051243,Campbellfield - Coolaroo
Westmeadows Heights Reserve ,POINT (315355.0567950475 5828499.438806999),210051245,Gladstone Park - Westmeadows
Fitness Arena,POINT (317575.8952875061 5831812.9128631875),210051243,Campbellfield - Coolaroo
Sunbury Indoor Sports Centre,POINT (298471.54076555895 5837501.842659781),210041540,Sunbury - South
Hume Vale TT Circuit,POINT (339682.2716076364 5848175.411621665),209041225,Whittlesea
Sherwood - Oaklands Hunt Club,POINT (310436.46157209395 5832955.60048699),210051246,Greenvale - Bulla
Sunbury Club Grounds,POINT (299945.9525862817 5837530.785160961),210041540,Sunbury - South
Tullamarine Club Grounds,POINT (312049.9788158627 5831662.131307104),210051246,Greenvale - Bulla
Splash Aquapark,POINT (315652.72626730276 5837624.193660414),210051543,Craigieburn - West
Craigieburn Golf Course,POINT (316455.0523201516 5836686.802383994),210051443,Craigieburn - South
Goonawarra Public Golf Course,POINT (301452.1334670866 5837723.107359438),210041240,Sunbury
Tullamarine Country Golf Club,POINT (309453.07196140254 5825979.090308456),210051248,Melbourne Airport
Broadmeadows Bowls Club,POINT (315536.8739472192 5826379.903675875),210051245,Gladstone Park - Westmeadows
Craigieburn Bowls Club,POINT (316726.89782744367 5836708.583817288),210051443,Craigieburn - South
Gladstone Park Bowls Club,POINT (314228.9743333381 5825888.959895483),210051245,Gladstone Park - Westmeadows
Sunbury Bowling Club,POINT (298875.1360799781 5839218.430686795),210041540,Sunbury - South
Jack Roper Reserve ,POINT (318021.3142245873 5826607.210425741),210051242,Broadmeadows
Gladstone Park Squash,POINT (313545.222072003 5825309.223129995),210051250,Tullamarine
Branca Taekwondo (Learmonth Street Scout Hall),POINT (296479.73762536875 5838158.356248078),210041541,Sunbury - West
Dallas Tennis Centre,POINT (318134.513545032 5828518.772075754),210051243,Campbellfield - Coolaroo
Gladstone Park Tennis Club (Elmhurst Park),POINT (313706.2078788654 5826032.724311544),210051245,Gladstone Park - Westmeadows
Hume Tennis & Community Centre,POINT (314843.2815139856 5838330.327793483),210051543,Craigieburn - West
Mt Carmel Tennis Club,POINT (298366.1609712896 5839564.706726838),210041541,Sunbury - West
Tullamarine Tennis Club,POINT (312407.6482156095 5825711.558581916),210051250,Tullamarine
Highett Reserve,POINT (329169.7713649492 5797838.1840990735),208031188,Highett (East) - Cheltenham
Dolomore Reserve,POINT (330783.67263984645 5794209.244570247),208031193,Mordialloc - Parkdale
Edithvale Recreation Reserve,POINT (334942.9014563227 5788505.127838604),208031189,Edithvale - Aspendale
GR Bricker Reserve,POINT (328776.52807978203 5798928.240195759),208031191,Moorabbin - Heatherton
Beazley Reserve,POINT (336085.08931357675 5787226.098507202),208031187,Chelsea Heights
Ben Kavanagh Reserve,POINT (332476.75662761944 5792071.143089263),208031193,Mordialloc - Parkdale
BonBeach Sports Reserve,POINT (335877.4446664324 5785688.396084628),208031186,Chelsea - Bonbeach
Chelsea Recreation Reserve,POINT (335426.63403694495 5787006.796180485),208031186,Chelsea - Bonbeach
Dingley Reserve,POINT (336325.3797608701 5794387.268912702),212041313,Dingley Village
Gerry Green Reserve,POINT (331684.77828133 5793460.744757011),208031193,Mordialloc - Parkdale
Glen Street Reserve,POINT (333424.35366187757 5790041.1078271065),208031189,Edithvale - Aspendale
Heatherton Recreation Reserve,POINT (333693.65681006 5795994.110181512),208031191,Moorabbin - Heatherton
Keeley Park,POINT (335153.72441505024 5799672.711099603),212041310,Clayton South
Le Page Reserve,POINT (330516.69441786106 5797009.385603554),208031188,Highett (East) - Cheltenham
Memorial Oval (Edithvale Common),POINT (334935.23919528926 5788849.11216259),208031189,Edithvale - Aspendale
Mentone Reserve,POINT (329905.547035531 5794119.965918502),208031190,Mentone
Namatjira Reserve,POINT (334002.2986209332 5800028.438845255),212041310,Clayton South
Regents Park,POINT (334024.4082390481 5788971.064891964),208031189,Edithvale - Aspendale
Roy Dore Reserve,POINT (336254.29530837707 5783956.521953326),208031185,Carrum - Patterson Lakes
Southern Road Reserve,POINT (331929.52856060513 5794448.58904818),208031190,Mentone
St Kilda Football Gorund,POINT (328062.7156664903 5799279.851430094),208031191,Moorabbin - Heatherton
Walter Galt Reserve,POINT (332256.501346016 5793480.384100813),208031193,Mordialloc - Parkdale
Bicentennial Park,POINT (335770.56965578615 5786867.638633972),208031186,Chelsea - Bonbeach
Kingston Heath Reserve,POINT (332151.6088739557 5796145.997568634),208031188,Highett (East) - Cheltenham
Rowan Rd Reserve,POINT (336847.9881027793 5794545.916682828),212041313,Dingley Village
Chelsea Basketball Stadium,POINT (335877.4446664324 5785688.396084628),208031186,Chelsea - Bonbeach
Mordialloc Community Centre,POINT (332445.7426245986 5793441.970790147),208031193,Mordialloc - Parkdale
Breeze Street School Reserve,POINT (335758.1560919582 5785227.177549538),208031186,Chelsea - Bonbeach
Browns Reserve,POINT (333236.0138556197 5791105.656425693),208031189,Edithvale - Aspendale
Chadwick Reserve,POINT (334899.7176884019 5794342.608372032),212041313,Dingley Village
Dane Road Reserve,POINT (327617.0454717088 5798807.541302538),208031191,Moorabbin - Heatherton
Doug Denyer Reserve,POINT (332920.78071769397 5791913.052493936),208031193,Mordialloc - Parkdale
George Woods Reserve,POINT (333056.163563272 5791456.558272926),208031193,Mordialloc - Parkdale
Jack Grut Reserve,POINT (333056.163563272 5791456.558272926),208031193,Mordialloc - Parkdale
Mentone Grammar Sports Ground,POINT (336705.41389607574 5792658.443983928),208031184,Braeside
Chelsea Velodrome,POINT (335026.22301897436 5788513.918122698),208031189,Edithvale - Aspendale
Lakewood Boulevard Circuit,POINT (334745.1353243209 5792202.725548403),208031184,Braeside
Chelsea Pony Club ,POINT (336141.8975230536 5786400.088566758),208031186,Chelsea - Bonbeach
Anytime Fitness Cheltenham,POINT (329174.34043089213 5796794.291342766),208031188,Highett (East) - Cheltenham
Beach House Health & Fitness Chelsea Heights,POINT (336517.24918384885 5788383.07956207),208031187,Chelsea Heights
Don Tatnell Leisure Centre,POINT (332256.501346016 5793480.384100813),208031193,Mordialloc - Parkdale
Fitness is Fun,POINT (331098.6080768963 5793115.715795271),208031193,Mordialloc - Parkdale
Goodlife Health Club Chelsea Heights,POINT (336262.99298426206 5788863.767339111),208031187,Chelsea Heights
Kennedy's Health and Fitness,POINT (336764.59735910094 5787882.042709369),208031187,Chelsea Heights
Kimekai MMA,POINT (336711.434676933 5787884.419871681),208031187,Chelsea Heights
Waves Leisure Centre,POINT (329287.26948754385 5797843.96681794),208031188,Highett (East) - Cheltenham
Capital Golf Course,POINT (333459.1753902001 5796132.655093544),208031191,Moorabbin - Heatherton
Chelsea Public Golf Course,POINT (335251.31167318183 5788476.504343723),208031189,Edithvale - Aspendale
Commonwealth Golf Club ,POINT (331737.66946131084 5800271.513972364),212041309,Clarinda - Oakleigh South
Kingston Heath Golf Club,POINT (331835.22729503 5797436.689981212),208031191,Moorabbin - Heatherton
Kingswood Golf Club ,POINT (335428.87060362054 5795021.679124405),212041313,Dingley Village
Patterson River Country Club,POINT (335758.1560919582 5785227.177549538),208031186,Chelsea - Bonbeach
Rossdale Golf Course,POINT (333800.4768053701 5789304.09821052),208031189,Edithvale - Aspendale
Southern Golf Club,POINT (336653.67088772776 5793128.649783144),208031184,Braeside
Springvale Golf Course,POINT (335940.5586626519 5797789.799120667),212041310,Clayton South
Springvale Public Golf Course,POINT (336868.4230018968 5793746.717388086),212041313,Dingley Village
Woodlands Golf Club,POINT (333000.7729204186 5792520.26700961),208031193,Mordialloc - Parkdale
Patterson Lakes Gymnastics,POINT (337145.04908944445 5784900.884886738),208031185,Carrum - Patterson Lakes
Haileybury College,POINT (336538.8886030535 5792437.532087799),208031184,Braeside
Cheltenham Bowls Club,POINT (329679.72211054934 5796212.5647225),208031188,Highett (East) - Cheltenham
Clayton Bowls Club,POINT (334002.2986209332 5800028.438845255),212041310,Clayton South
Edithvale Bowls Club,POINT (334942.9014563227 5788505.127838604),208031189,Edithvale - Aspendale
Mentone Bowling Club ,POINT (330154.0811403625 5794553.098292514),208031190,Mentone
Moorabbin Bowling Club ,POINT (328071.96848767024 5799647.285879791),208031191,Moorabbin - Heatherton
Mordialloc Bowls Club,POINT (332476.75662761944 5792071.143089263),208031193,Mordialloc - Parkdale
Parkdale Bowls Club,POINT (331002.9890109773 5793142.824288044),208031193,Mordialloc - Parkdale
Oakley Go Kart & Pistol Club,POINT (334872.1164854191 5797650.745200334),212041310,Clayton South
Dales Park,POINT (331381.1304322663 5799719.771347042),212041309,Clarinda - Oakleigh South
Moorabbin Indoor Tennis,POINT (331015.54644376144 5798663.155269485),208031191,Moorabbin - Heatherton
Keys Road Reserve,POINT (330340.0655364748 5797931.362481133),208031188,Highett (East) - Cheltenham
Carrum Sailing Club,POINT (335195.8605445185 5784124.120688014),208031185,Carrum - Patterson Lakes
Chelsea Yacht Club,POINT (334322.19170056225 5786990.090774962),208031186,Chelsea - Bonbeach
Mordialloc Motor Yacht Club,POINT (332132.7952800784 5791326.280209369),208031189,Edithvale - Aspendale
Mordialloc Sailing Club Inc.,POINT (332087.1429965778 5791252.627147458),208031189,Edithvale - Aspendale
Parkdale Yacht Club,POINT (330774.21539464546 5792710.237186844),208031193,Mordialloc - Parkdale
Sir William Fry Reserve,POINT (328653.34459590155 5797215.800528427),208031188,Highett (East) - Cheltenham
Grange Reserve,POINT (335736.582160847 5798602.298840306),212041310,Clayton South
Aspendale Life Saving Club,POINT (333304.5000995593 5789369.470249221),208031189,Edithvale - Aspendale
Bonbeach Life Saving Club,POINT (334904.34444585943 5785301.954184609),208031186,Chelsea - Bonbeach
Carrum Surf Life Saving Club,POINT (335213.58126557793 5784050.65530674),208031185,Carrum - Patterson Lakes
Chelsea Longbeach Surf Life Saving Club,POINT (334488.63955233875 5786617.9130163565),208031186,Chelsea - Bonbeach
Edithvale Life Saving Club,POINT (333852.19661115715 5788191.797401497),208031189,Edithvale - Aspendale
Mentone Life Saving Club,POINT (329526.0181006471 5793662.555374082),208031190,Mentone
Mordialloc Life Saving Club,POINT (331728.4538320233 5791647.892403862),208031193,Mordialloc - Parkdale
Bayside Aquatics,POINT (330467.7274908675 5793780.395810236),208031190,Mentone
Toby Haenen Swim Centre,POINT (336589.1818363919 5788210.898777545),208031187,Chelsea Heights
Clarinda Tennis Club,POINT (333163.3620842075 5800388.162184975),212041309,Clarinda - Oakleigh South
St Louis De Montfort Tennis Club,POINT (333426.2432213105 5790581.116011798),208031189,Edithvale - Aspendale
Sasses Avenue Reserve,POINT (346645.8555437251 5809112.499187993),211011251,Bayswater
Beach House Health & Fitness Boronia,POINT (348830.30435612926 5808215.5010121185),211011446,Boronia
Boronia Busybodies Health & Fitness Centre,POINT (349054.58593193267 5808188.770046711),211011446,Boronia
Curves Ferntree Gully,POINT (347415.89372340095 5806191.322812447),211011448,Ferntree Gully (South) - Upper Ferntree Gully
Fernwood Women's Health Club,POINT (348068.87194203126 5805774.424575102),211011448,Ferntree Gully (South) - Upper Ferntree Gully
Fitness First Health Clubs,POINT (345460.06313816505 5807264.734455552),211011260,Wantirna South
Future Health & Fitness,POINT (345677.64216993895 5802717.738647442),211011257,Rowville - North
Genesis Wantirna,POINT (347039.56642009935 5807382.3483818695),211011446,Boronia
Goodlife Health Clubs,POINT (343157.5565913521 5808854.57993414),211011259,Wantirna
Jetts Fitness Boronia,POINT (349180.0982191379 5808197.181823185),211011446,Boronia
Knox Leisureworks YMCA,POINT (348543.49286332517 5808659.763252531),211011446,Boronia
Platinum Health & Fitness Centre,POINT (343390.71532906627 5801546.993922637),211011256,Rowville - Central
Winning Physique Gym,POINT (350192.1464932575 5805925.36261096),211011447,Ferntree Gully - North
